site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
1497,-82.735413,26.339561,Unknown,Unknown,1,offshore,16,5.95,0.203,2,2/1497.nc
1498,-82.502106,26.304276,Unknown,Unknown,1,offshore,16,5.93,0.201,2,2/1498.nc
1499,-82.482666,26.301311,Unknown,Unknown,1,offshore,16,5.93,0.2,2,2/1499.nc
1500,-82.463226,26.29834,Unknown,Unknown,1,offshore,16,5.93,0.2,3,3/1500.nc
1501,-82.443817,26.295368,Unknown,Unknown,1,offshore,16,5.93,0.2,3,3/1501.nc
1502,-82.424377,26.292389,Unknown,Unknown,1,offshore,16,5.93,0.2,3,3/1502.nc
1503,-98.928833,27.294647,Texas,Webb,0.9947,2,16,7.76,0.421,3,3/1503.nc
1504,-98.908844,27.295296,Texas,Webb,0.5812,3,10,7.72,0.498,3,3/1504.nc
1505,-98.888885,27.295921,Texas,Webb,0.6073,3,10,7.75,0.5,3,3/1505.nc
1506,-98.868896,27.296574,Texas,Webb,0.62,3,10,7.78,0.501,3,3/1506.nc
1507,-98.848938,27.297207,Texas,Webb,0.8897,3,16,7.63,0.471,3,3/1507.nc
1508,-82.809998,26.368622,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1508.nc
1509,-82.790527,26.365711,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1509.nc
1510,-82.771057,26.362816,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1510.nc
1511,-82.751617,26.359901,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1511.nc
1512,-82.732178,26.356983,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1512.nc
1513,-81.993958,26.243172,Unknown,Unknown,1,offshore,16,5.93,0.192,3,3/1513.nc
1514,-99.069397,27.307732,Texas,Webb,0.9864,2,16,7.59,0.415,3,3/1514.nc
1515,-98.909576,27.313038,Texas,Webb,0.8252,2,14,7.81,0.435,3,3/1515.nc
1516,-98.869629,27.314323,Texas,Webb,0.6263,2,12,7.85,0.449,3,3/1516.nc
1517,-97.430267,27.34866,Texas,Kleberg,1,2,16,7.64,0.408,3,3/1517.nc
1518,-82.806763,26.386059,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1518.nc
1519,-82.787292,26.383144,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1519.nc
1520,-82.767822,26.380249,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1520.nc
1521,-82.748352,26.377338,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1521.nc
1522,-82.728912,26.374428,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1522.nc
1523,-82.709442,26.371506,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1523.nc
1524,-82.009949,26.263649,Unknown,Unknown,1,offshore,16,5.93,0.192,3,3/1524.nc
1525,-81.99054,26.260571,Unknown,Unknown,1,offshore,16,5.93,0.191,3,3/1525.nc
1526,-81.97113,26.257496,Unknown,Unknown,1,offshore,16,5.93,0.19,3,3/1526.nc
1527,-81.951721,26.25441,Unknown,Unknown,1,offshore,16,5.93,0.189,3,3/1527.nc
1528,-81.932343,26.25132,Unknown,Unknown,1,offshore,16,5.92,0.188,3,3/1528.nc
1529,-90.276642,27.195835,Unknown,Unknown,1,offshore,16,6.91,0.271,3,3/1529.nc
1530,-82.822998,26.406395,Unknown,Unknown,1,offshore,16,5.97,0.204,3,3/1530.nc
1531,-82.803528,26.403496,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1531.nc
1532,-82.784058,26.400589,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1532.nc
1533,-82.764587,26.397686,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1533.nc
1534,-82.745117,26.394775,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1534.nc
1535,-82.725647,26.391857,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1535.nc
1536,-82.025909,26.284119,Unknown,Unknown,1,offshore,16,5.93,0.192,3,3/1536.nc
1537,-82.0065,26.281044,Unknown,Unknown,1,offshore,16,5.93,0.191,3,3/1537.nc
1538,-81.987122,26.277966,Unknown,Unknown,1,offshore,16,5.93,0.191,3,3/1538.nc
1539,-81.967712,26.274899,Unknown,Unknown,1,offshore,16,5.93,0.19,3,3/1539.nc
1540,-81.948303,26.271812,Unknown,Unknown,1,offshore,16,5.93,0.189,3,3/1540.nc
1541,-81.928894,26.268723,Unknown,Unknown,1,offshore,16,5.92,0.188,3,3/1541.nc
1542,-81.909485,26.265629,Unknown,Unknown,1,offshore,16,5.91,0.186,3,3/1542.nc
1543,-80.864502,26.092567,Florida,Broward,0.7475,3,12,5.21,0.23,3,3/1543.nc
1544,-98.891052,27.349186,Texas,Webb,0.9986,2,16,7.96,0.443,3,3/1544.nc
1545,-90.036316,27.198006,Unknown,Unknown,1,offshore,16,6.89,0.27,3,3/1545.nc
1546,-82.800293,26.420937,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1546.nc
1547,-82.780823,26.418037,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1547.nc
1548,-82.761322,26.415134,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1548.nc
1549,-82.741852,26.41222,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1549.nc
1550,-82.722382,26.409302,Unknown,Unknown,1,offshore,16,5.95,0.203,3,3/1550.nc
1551,-82.003082,26.29845,Unknown,Unknown,1,offshore,16,5.93,0.19,3,3/1551.nc
1552,-81.983673,26.295376,Unknown,Unknown,1,offshore,16,5.93,0.19,3,3/1552.nc
1553,-81.964264,26.292282,Unknown,Unknown,1,offshore,16,5.93,0.189,3,3/1553.nc
1554,-81.944855,26.289207,Unknown,Unknown,1,offshore,16,5.93,0.188,3,3/1554.nc
1555,-81.925446,26.286121,Unknown,Unknown,1,offshore,16,5.92,0.187,3,3/1555.nc
1556,-81.906067,26.283035,Unknown,Unknown,1,offshore,16,5.92,0.186,3,3/1556.nc
1557,-80.880127,26.113209,Florida,Collier,0.2814,3,6,5.22,0.248,3,3/1557.nc
1558,-80.86084,26.109901,Florida,Broward,0.9832,3,16,5.23,0.225,3,3/1558.nc
1559,-98.891785,27.366936,Texas,Webb,0.9367,2,16,7.92,0.442,3,3/1559.nc
1560,-98.871765,27.36758,Texas,Webb,0.521,3,10,7.85,0.514,3,3/1560.nc
1561,-97.231201,27.404919,Unknown,Unknown,1,offshore,16,7.98,0.358,3,3/1561.nc
1562,-97.211182,27.405193,Unknown,Unknown,1,offshore,16,7.98,0.359,3,3/1562.nc
1563,-97.191162,27.405453,Unknown,Unknown,1,offshore,16,7.99,0.359,3,3/1563.nc
1564,-82.777557,26.435471,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1564.nc
1565,-82.758087,26.432575,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1565.nc
1566,-82.738617,26.429665,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1566.nc
1567,-82.719116,26.426735,Unknown,Unknown,1,offshore,16,5.96,0.203,3,3/1567.nc
1568,-81.980225,26.312767,Unknown,Unknown,1,offshore,16,5.92,0.189,3,3/1568.nc
1569,-81.960815,26.3097,Unknown,Unknown,1,offshore,16,5.92,0.188,3,3/1569.nc
1570,-81.941406,26.306602,Unknown,Unknown,1,offshore,16,5.92,0.188,3,3/1570.nc
1571,-81.921997,26.303524,Unknown,Unknown,1,offshore,16,5.91,0.186,3,3/1571.nc
1572,-80.857117,26.127235,Florida,Broward,1,3,16,5.27,0.228,3,3/1572.nc
1573,-98.892487,27.384693,Texas,Webb,0.8992,2,16,7.89,0.441,3,3/1573.nc
1574,-98.872498,27.385345,Texas,Webb,0.7418,3,12,7.81,0.499,3,3/1574.nc
1575,-98.852478,27.385967,Texas,Webb,0.9922,3,16,7.68,0.472,3,3/1575.nc
1576,-97.211487,27.422958,Unknown,Unknown,1,offshore,16,7.97,0.357,3,3/1576.nc
1577,-97.191467,27.423218,Unknown,Unknown,1,offshore,16,7.98,0.358,3,3/1577.nc
1578,-97.171448,27.423496,Unknown,Unknown,1,offshore,16,7.98,0.358,3,3/1578.nc
1579,-97.151428,27.423752,Unknown,Unknown,1,offshore,16,7.98,0.359,3,3/1579.nc
1580,-82.813293,26.458733,Unknown,Unknown,1,offshore,16,5.97,0.205,3,3/1580.nc
1581,-82.774323,26.452927,Unknown,Unknown,1,offshore,16,5.97,0.204,3,3/1581.nc
1582,-82.754822,26.450012,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1582.nc
1583,-82.735352,26.447094,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1583.nc
1584,-81.957397,26.327095,Unknown,Unknown,1,offshore,16,5.92,0.187,3,3/1584.nc
1585,-81.937988,26.324013,Unknown,Unknown,1,offshore,16,5.92,0.187,3,3/1585.nc
1586,-81.918549,26.320915,Unknown,Unknown,1,offshore,16,5.91,0.186,3,3/1586.nc
1587,-81.705109,26.286648,Florida,Collier,1,3,16,5.41,0.235,3,3/1587.nc
1588,-98.873199,27.403111,Texas,Webb,0.6869,3,12,7.77,0.498,3,3/1588.nc
1589,-97.211792,27.440735,Unknown,Unknown,1,offshore,16,7.96,0.356,3,3/1589.nc
1590,-97.191772,27.441002,Unknown,Unknown,1,offshore,16,7.97,0.357,3,3/1590.nc
1591,-97.171722,27.441261,Unknown,Unknown,1,offshore,16,7.97,0.357,3,3/1591.nc
1592,-97.151703,27.441517,Unknown,Unknown,1,offshore,16,7.97,0.358,3,3/1592.nc
1593,-82.810059,26.476177,Unknown,Unknown,1,offshore,16,5.97,0.205,3,3/1593.nc
1594,-82.790558,26.473267,Unknown,Unknown,1,offshore,16,5.97,0.205,3,3/1594.nc
1595,-82.771057,26.470364,Unknown,Unknown,1,offshore,16,5.97,0.204,3,3/1595.nc
1596,-82.751587,26.467457,Unknown,Unknown,1,offshore,16,5.97,0.204,3,3/1596.nc
1597,-82.732086,26.464539,Unknown,Unknown,1,offshore,16,5.96,0.204,3,3/1597.nc
1598,-97.192047,27.458767,Unknown,Unknown,1,offshore,16,7.96,0.356,3,3/1598.nc
1599,-97.172028,27.459034,Unknown,Unknown,1,offshore,16,7.96,0.356,3,3/1599.nc
1600,-97.151978,27.459286,Unknown,Unknown,1,offshore,16,7.96,0.357,3,3/1600.nc
1601,-97.131958,27.459553,Unknown,Unknown,1,offshore,16,7.96,0.357,3,3/1601.nc
1602,-97.793365,27.466602,Texas,Kleberg,1,3,16,7.16,0.424,3,3/1602.nc
1603,-97.192352,27.47654,Unknown,Unknown,1,offshore,16,7.94,0.355,3,3/1603.nc
1604,-97.172302,27.476814,Unknown,Unknown,1,offshore,16,7.95,0.355,3,3/1604.nc
1605,-97.152283,27.477066,Unknown,Unknown,1,offshore,16,7.95,0.356,3,3/1605.nc
1606,-97.132233,27.477325,Unknown,Unknown,1,offshore,16,7.95,0.356,3,3/1606.nc
1607,-92.565063,27.419025,Unknown,Unknown,1,offshore,16,7.16,0.292,3,3/1607.nc
1608,-90.527344,27.318253,Unknown,Unknown,1,offshore,16,6.93,0.273,3,3/1608.nc
1609,-97.813843,27.483978,Texas,Kleberg,1,3,16,7.11,0.419,3,3/1609.nc
1610,-97.793823,27.484375,Texas,Kleberg,1,3,16,7.16,0.424,3,3/1610.nc
1611,-97.773773,27.484779,Texas,Kleberg,1,3,16,7.19,0.427,3,3/1611.nc
1612,-97.312897,27.492661,Unknown,Unknown,1,offshore,16,7.64,0.322,3,3/1612.nc
1613,-97.172607,27.494595,Unknown,Unknown,1,offshore,16,7.94,0.354,3,3/1613.nc
1614,-97.152557,27.494846,Unknown,Unknown,1,offshore,16,7.94,0.355,3,3/1614.nc
1615,-97.132507,27.49509,Unknown,Unknown,1,offshore,16,7.94,0.355,3,3/1615.nc
1616,-82.274231,26.448605,Unknown,Unknown,1,offshore,16,5.93,0.194,3,3/1616.nc
1617,-82.254761,26.445583,Unknown,Unknown,1,offshore,16,5.93,0.192,3,3/1617.nc
1618,-82.235321,26.442558,Unknown,Unknown,1,offshore,16,5.92,0.191,3,3/1618.nc
1619,-80.857971,26.217274,Florida,Broward,1,3,16,5.37,0.241,3,3/1619.nc
1620,-80.105164,26.084644,Unknown,Unknown,1,offshore,16,6.22,0.203,3,3/1620.nc
1621,-98.996216,27.470242,Texas,Webb,1,2,16,7.95,0.449,3,3/1621.nc
1622,-98.976196,27.470905,Texas,Webb,1,2,16,7.96,0.447,3,3/1622.nc
1623,-97.172913,27.512371,Unknown,Unknown,1,offshore,16,7.92,0.353,3,3/1623.nc
1624,-97.152863,27.512623,Unknown,Unknown,1,offshore,16,7.93,0.354,3,3/1624.nc
1625,-82.309814,26.472057,Unknown,Unknown,1,offshore,16,5.94,0.196,3,3/1625.nc
1626,-82.290344,26.46904,Unknown,Unknown,1,offshore,16,5.94,0.194,3,3/1626.nc
1627,-82.270874,26.466034,Unknown,Unknown,1,offshore,16,5.94,0.193,3,3/1627.nc
1628,-82.251404,26.463009,Unknown,Unknown,1,offshore,16,5.93,0.192,3,3/1628.nc
1629,-81.881836,26.404842,Unknown,Unknown,1,offshore,16,5.82,0.176,3,3/1629.nc
1630,-80.873596,26.237942,Florida,Broward,0.8318,3,14,5.32,0.242,3,3/1630.nc
1631,-80.854248,26.234619,Florida,Broward,1,3,16,5.35,0.239,3,3/1631.nc
1632,-80.8349,26.2313,Florida,Broward,1,3,16,5.34,0.237,3,3/1632.nc
1633,-98.996979,27.488014,Texas,Webb,1,2,16,8,0.454,3,3/1633.nc
1634,-98.976959,27.488678,Texas,Webb,1,2,16,8.04,0.457,3,3/1634.nc
1635,-97.153137,27.530411,Unknown,Unknown,1,offshore,16,7.92,0.353,3,3/1635.nc
1636,-82.306458,26.489483,Unknown,Unknown,1,offshore,16,5.94,0.195,3,3/1636.nc
1637,-82.286987,26.486485,Unknown,Unknown,1,offshore,16,5.94,0.194,3,3/1637.nc
1638,-82.267487,26.483452,Unknown,Unknown,1,offshore,16,5.94,0.193,3,3/1638.nc
1639,-80.869904,26.255291,Florida,Broward,0.9794,3,16,5.35,0.24,3,3/1639.nc
1640,-80.850555,26.251965,Florida,Broward,1,3,16,5.36,0.239,3,3/1640.nc
1641,-80.831207,26.248642,Florida,Broward,1,3,16,5.34,0.236,3,3/1641.nc
1642,-98.997742,27.505779,Texas,Webb,1,2,16,8,0.455,3,3/1642.nc
1643,-98.977692,27.506443,Texas,Webb,1,2,16,8.14,0.467,3,3/1643.nc
1644,-82.322571,26.509933,Unknown,Unknown,1,offshore,16,5.95,0.196,3,3/1644.nc
1645,-82.30307,26.50692,Unknown,Unknown,1,offshore,16,5.95,0.195,3,3/1645.nc
1646,-82.2836,26.503895,Unknown,Unknown,1,offshore,16,5.94,0.194,3,3/1646.nc
1647,-82.26413,26.500889,Unknown,Unknown,1,offshore,16,5.94,0.193,3,3/1647.nc
1648,-80.866211,26.272636,Florida,Broward,1,3,16,5.34,0.237,3,3/1648.nc
1649,-80.846863,26.269325,Florida,Broward,1,3,16,5.34,0.237,3,3/1649.nc
1650,-80.827515,26.265991,Florida,Broward,1,3,16,5.34,0.237,3,3/1650.nc
1651,-98.978455,27.524208,Texas,Webb,1,2,16,8.2,0.474,3,3/1651.nc
1652,-98.697876,27.533031,Texas,Duval,1,3,16,7.46,0.45,3,3/1652.nc
1653,-98.677826,27.533634,Texas,Duval,1,3,16,7.42,0.446,3,3/1653.nc
1654,-82.319214,26.527355,Unknown,Unknown,1,offshore,16,5.95,0.196,3,3/1654.nc
1655,-82.299713,26.524357,Unknown,Unknown,1,offshore,16,5.95,0.195,3,3/1655.nc
1656,-82.280212,26.521347,Unknown,Unknown,1,offshore,16,5.95,0.194,3,3/1656.nc
1657,-82.260742,26.518326,Unknown,Unknown,1,offshore,16,5.95,0.193,3,3/1657.nc
1658,-81.910339,26.463268,Florida,Lee,1,3,16,5.62,0.251,3,3/1658.nc
1659,-98.939087,27.543301,Texas,Webb,1,2,16,8.28,0.48,3,3/1659.nc
1660,-98.919067,27.543953,Texas,Webb,1,2,16,8.14,0.464,3,3/1660.nc
1661,-98.899017,27.544598,Texas,Webb,1,2,16,8.02,0.451,3,3/1661.nc
1662,-98.718597,27.550205,Texas,Duval,0.6258,3,12,7.57,0.48,3,3/1662.nc
1663,-98.698547,27.550812,Texas,Duval,0.9349,3,16,7.54,0.462,3,3/1663.nc
1664,-98.678497,27.551407,Texas,Duval,0.8408,3,14,7.46,0.458,3,3/1664.nc
1665,-98.658447,27.552002,Texas,Duval,0.9991,3,16,7.39,0.442,3,3/1665.nc
1666,-97.214203,27.58297,Unknown,Unknown,1,offshore,16,7.79,0.338,3,3/1666.nc
1667,-97.05368,27.584976,Unknown,Unknown,1,offshore,16,7.9,0.351,3,3/1667.nc
1668,-82.315826,26.544792,Unknown,Unknown,1,offshore,16,5.96,0.196,3,3/1668.nc
1669,-82.296326,26.541775,Unknown,Unknown,1,offshore,16,5.95,0.195,3,3/1669.nc
1670,-82.276855,26.538776,Unknown,Unknown,1,offshore,16,5.95,0.194,3,3/1670.nc
1671,-81.906891,26.480679,Florida,Lee,0.8877,3,16,5.54,0.248,3,3/1671.nc
1672,-81.887451,26.47757,Florida,Lee,0.9915,3,16,5.49,0.238,3,3/1672.nc
1673,-98.939819,27.561069,Texas,Webb,1,2,16,8.32,0.484,3,3/1673.nc
1674,-98.9198,27.561718,Texas,Webb,1,2,16,8.24,0.476,3,3/1674.nc
1675,-98.899719,27.56237,Texas,Webb,1,2,16,8.14,0.466,3,3/1675.nc
1676,-98.8797,27.563011,Texas,Webb,1,2,16,8.09,0.459,3,3/1676.nc
1677,-98.739319,27.567383,Texas,Duval,0.9882,2,16,7.7,0.416,3,3/1677.nc
1678,-98.719269,27.567978,Texas,Duval,0.9819,2,16,7.64,0.41,3,3/1678.nc
1679,-98.699219,27.568584,Texas,Duval,0.7095,2,12,7.56,0.415,3,3/1679.nc
1680,-98.679169,27.569183,Texas,Duval,0.7534,3,14,7.45,0.46,3,3/1680.nc
1681,-98.659119,27.569778,Texas,Duval,0.9445,3,16,7.37,0.443,3,3/1681.nc
1682,-98.237915,27.5812,Texas,Duval,1,3,16,6.88,0.392,3,3/1682.nc
1683,-98.217834,27.581684,Texas,Jim Wells,1,3,16,6.83,0.387,3,3/1683.nc
1684,-98.197784,27.582184,Texas,Jim Wells,1,3,16,6.84,0.389,3,3/1684.nc
1685,-97.696167,27.592995,Texas,Nueces,1,3,16,7.07,0.41,3,3/1685.nc
1686,-97.676117,27.593372,Texas,Nueces,1,3,16,7.1,0.413,3,3/1686.nc
1687,-97.656036,27.593735,Texas,Nueces,1,3,16,7.12,0.415,3,3/1687.nc
1688,-97.094086,27.602283,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1688.nc
1689,-97.074005,27.602531,Unknown,Unknown,1,offshore,16,7.89,0.35,3,3/1689.nc
1690,-97.053955,27.602768,Unknown,Unknown,1,offshore,16,7.89,0.35,3,3/1690.nc
1691,-97.033875,27.602993,Unknown,Unknown,1,offshore,16,7.89,0.35,3,3/1691.nc
1692,-97.013794,27.603222,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1692.nc
1693,-96.993713,27.603447,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1693.nc
1694,-96.973633,27.603664,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1694.nc
1695,-82.312469,26.562229,Unknown,Unknown,1,offshore,16,5.96,0.196,3,3/1695.nc
1696,-82.292969,26.559219,Unknown,Unknown,1,offshore,16,5.96,0.195,3,3/1696.nc
1697,-81.903442,26.498089,Florida,Lee,0.006,3,2,5.52,0.275,3,3/1697.nc
1698,-99.521973,27.558037,Unknown,Unknown,1,offshore,16,6.31,0.208,3,3/1698.nc
1699,-98.940582,27.57885,Texas,Webb,1,2,16,8.24,0.477,3,3/1699.nc
1700,-98.920532,27.579498,Texas,Webb,1,2,16,8.31,0.484,3,3/1700.nc
1701,-98.900452,27.580135,Texas,Webb,1,2,16,8.31,0.483,3,3/1701.nc
1702,-98.69989,27.586365,Texas,Duval,0.7837,2,14,7.53,0.408,3,3/1702.nc
1703,-98.67984,27.586964,Texas,Duval,0.8381,3,14,7.4,0.451,3,3/1703.nc
1704,-98.65979,27.587551,Texas,Duval,1,3,16,7.35,0.439,3,3/1704.nc
1705,-98.258545,27.598473,Texas,Duval,1,3,16,6.99,0.404,3,3/1705.nc
1706,-98.238464,27.598984,Texas,Duval,1,3,16,6.91,0.395,3,3/1706.nc
1707,-98.218414,27.599476,Texas,Jim Wells,1,3,16,6.86,0.39,3,3/1707.nc
1708,-98.198334,27.59996,Texas,Jim Wells,1,3,16,6.89,0.394,3,3/1708.nc
1709,-97.676544,27.611156,Texas,Nueces,1,3,16,7.1,0.414,3,3/1709.nc
1710,-97.375427,27.61623,Texas,Nueces,1,2,16,7.35,0.376,3,3/1710.nc
1711,-97.09436,27.620083,Unknown,Unknown,1,offshore,16,7.87,0.348,3,3/1711.nc
1712,-97.07428,27.620323,Unknown,Unknown,1,offshore,16,7.88,0.349,3,3/1712.nc
1713,-97.054199,27.620556,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1713.nc
1714,-97.034119,27.620789,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1714.nc
1715,-97.014038,27.621025,Unknown,Unknown,1,offshore,16,7.88,0.35,3,3/1715.nc
1716,-96.993958,27.621239,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1716.nc
1717,-96.973877,27.621456,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1717.nc
1718,-96.953796,27.621674,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1718.nc
1719,-92.498077,27.558823,Unknown,Unknown,1,offshore,16,7.15,0.292,3,3/1719.nc
1720,-82.309113,26.579674,Unknown,Unknown,1,offshore,16,5.96,0.196,3,3/1720.nc
1721,-82.289612,26.576656,Unknown,Unknown,1,offshore,16,5.96,0.195,3,3/1721.nc
1722,-99.522858,27.575809,Texas,Webb,0.0256,3,2,6.34,0.366,3,3/1722.nc
1723,-98.239014,27.616756,Texas,Duval,1,3,16,6.94,0.399,3,3/1723.nc
1724,-98.218964,27.617264,Texas,Jim Wells,1,3,16,6.91,0.396,3,3/1724.nc
1725,-98.198883,27.617748,Texas,Jim Wells,1,3,16,6.96,0.402,3,3/1725.nc
1726,-97.235199,27.636059,Texas,Nueces,0.0731,2,2,7.76,0.462,3,3/1726.nc
1727,-97.094635,27.637871,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1727.nc
1728,-97.074554,27.638107,Unknown,Unknown,1,offshore,16,7.86,0.348,3,3/1728.nc
1729,-97.054474,27.638348,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1729.nc
1730,-97.034393,27.638573,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1730.nc
1731,-97.014282,27.638805,Unknown,Unknown,1,offshore,16,7.87,0.349,3,3/1731.nc
1732,-96.994202,27.639023,Unknown,Unknown,1,offshore,16,7.86,0.349,3,3/1732.nc
1733,-96.974121,27.639248,Unknown,Unknown,1,offshore,16,7.86,0.349,3,3/1733.nc
1734,-96.954041,27.639462,Unknown,Unknown,1,offshore,16,7.86,0.348,3,3/1734.nc
1735,-96.873718,27.640282,Unknown,Unknown,1,offshore,16,7.85,0.348,3,3/1735.nc
1736,-96.853638,27.640465,Unknown,Unknown,1,offshore,16,7.84,0.347,3,3/1736.nc
1737,-82.520386,26.629993,Unknown,Unknown,1,offshore,16,5.99,0.203,3,3/1737.nc
1738,-99.543793,27.592796,Unknown,Unknown,1,offshore,16,6.35,0.209,3,3/1738.nc
1739,-99.523743,27.593575,Texas,Webb,0.0485,3,2,6.41,0.376,3,3/1739.nc
1740,-99.503693,27.594353,Texas,Webb,0.8041,3,14,6.53,0.36,3,3/1740.nc
1741,-97.09491,27.655663,Unknown,Unknown,1,offshore,16,7.84,0.345,3,3/1741.nc
1742,-97.074829,27.655903,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1742.nc
1743,-97.054749,27.656139,Unknown,Unknown,1,offshore,16,7.86,0.347,3,3/1743.nc
1744,-97.034637,27.656372,Unknown,Unknown,1,offshore,16,7.86,0.348,3,3/1744.nc
1745,-97.014557,27.656597,Unknown,Unknown,1,offshore,16,7.86,0.348,3,3/1745.nc
1746,-96.994476,27.656822,Unknown,Unknown,1,offshore,16,7.86,0.348,3,3/1746.nc
1747,-96.974365,27.657043,Unknown,Unknown,1,offshore,16,7.85,0.348,3,3/1747.nc
1748,-96.954285,27.657261,Unknown,Unknown,1,offshore,16,7.85,0.348,3,3/1748.nc
1749,-96.934204,27.657467,Unknown,Unknown,1,offshore,16,7.85,0.348,3,3/1749.nc
1750,-96.873932,27.658066,Unknown,Unknown,1,offshore,16,7.84,0.347,3,3/1750.nc
1751,-96.853851,27.658264,Unknown,Unknown,1,offshore,16,7.84,0.347,3,3/1751.nc
1752,-96.83374,27.658443,Unknown,Unknown,1,offshore,16,7.83,0.346,3,3/1752.nc
1753,-82.536591,26.65041,Unknown,Unknown,1,offshore,16,6,0.204,3,3/1753.nc
1754,-82.517059,26.647446,Unknown,Unknown,1,offshore,16,6,0.203,3,3/1754.nc
1755,-82.497528,26.644474,Unknown,Unknown,1,offshore,16,5.99,0.203,3,3/1755.nc
1756,-99.584778,27.608978,Texas,Webb,0.2427,3,4,6.32,0.36,3,3/1756.nc
1757,-99.564728,27.609776,Texas,Webb,0.6137,3,10,6.38,0.351,3,3/1757.nc
1758,-99.544678,27.610561,Texas,Webb,0.5755,3,10,6.47,0.363,3,3/1758.nc
1759,-99.524628,27.61134,Texas,Webb,0.6176,3,10,6.57,0.372,3,3/1759.nc
1760,-98.842438,27.635399,Texas,Webb,1,2,16,8.33,0.484,3,3/1760.nc
1761,-98.641724,27.641483,Texas,Duval,0.8949,2,16,7.55,0.407,3,3/1761.nc
1762,-98.621643,27.642071,Texas,Duval,0.5814,2,10,7.47,0.414,3,3/1762.nc
1763,-98.601562,27.642643,Texas,Duval,0.8957,3,16,7.46,0.457,3,3/1763.nc
1764,-97.075073,27.673695,Unknown,Unknown,1,offshore,16,7.84,0.345,3,3/1764.nc
1765,-97.054993,27.673939,Unknown,Unknown,1,offshore,16,7.84,0.346,3,3/1765.nc
1766,-97.034912,27.674171,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1766.nc
1767,-97.014801,27.674397,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1767.nc
1768,-96.99472,27.674618,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1768.nc
1769,-96.974609,27.674843,Unknown,Unknown,1,offshore,16,7.85,0.347,3,3/1769.nc
1770,-96.954529,27.675053,Unknown,Unknown,1,offshore,16,7.84,0.347,3,3/1770.nc
1771,-96.934448,27.675266,Unknown,Unknown,1,offshore,16,7.84,0.347,3,3/1771.nc
1772,-96.874146,27.675865,Unknown,Unknown,1,offshore,16,7.83,0.346,3,3/1772.nc
1773,-96.854065,27.676056,Unknown,Unknown,1,offshore,16,7.83,0.346,3,3/1773.nc
1774,-96.833984,27.676243,Unknown,Unknown,1,offshore,16,7.82,0.346,3,3/1774.nc
1775,-96.813873,27.676426,Unknown,Unknown,1,offshore,16,7.82,0.345,3,3/1775.nc
1776,-90.452271,27.509624,Unknown,Unknown,1,offshore,16,6.92,0.273,3,3/1776.nc
1777,-82.552795,26.67083,Unknown,Unknown,1,offshore,16,6,0.204,3,3/1777.nc
1778,-82.533264,26.667858,Unknown,Unknown,1,offshore,16,6,0.204,3,3/1778.nc
1779,-82.513733,26.664894,Unknown,Unknown,1,offshore,16,6,0.203,3,3/1779.nc
