site_id,longitude,latitude,State,County,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,full_timeseries_directory,full_timeseries_path
81677,-75.710205,41.175953,Pennsylvania,Luzerne,0.9795,3,16,7.97,0.474,163,163/81677.nc
81678,-72.964966,40.600311,Unknown,Unknown,1,offshore,16,8.57,0.414,163,163/81678.nc
81679,-72.941528,40.595039,Unknown,Unknown,1,offshore,16,8.6,0.416,163,163/81679.nc
81680,-72.918091,40.589767,Unknown,Unknown,1,offshore,16,8.63,0.418,163,163/81680.nc
81681,-123.758575,39.431988,California,Mendocino,1,3,16,5.17,0.252,163,163/81681.nc
81682,-123.736008,39.438271,California,Mendocino,0.9914,3,16,5.06,0.241,163,163/81682.nc
81683,-120.487564,40.281666,California,Lassen,1,3,16,4.25,0.157,163,163/81683.nc
81684,-120.464386,40.287254,California,Lassen,1,3,16,3.89,0.131,163,163/81684.nc
81685,-120.441193,40.29282,California,Lassen,1,3,16,3.77,0.126,163,163/81685.nc
81686,-120.417984,40.298401,California,Lassen,1,3,16,3.91,0.137,163,163/81686.nc
81687,-117.604492,40.929729,Nevada,Humboldt,0.5729,3,10,7.44,0.371,163,163/81687.nc
81688,-117.533417,40.944561,Nevada,Humboldt,1,3,16,5.38,0.233,163,163/81688.nc
81689,-116.582458,41.137657,Nevada,Elko,0.7116,2,12,5.75,0.221,163,163/81689.nc
81690,-116.558609,41.142372,Nevada,Elko,0.6267,2,12,5.67,0.221,163,163/81690.nc
81691,-116.53476,41.147087,Nevada,Elko,0.5615,3,10,5.72,0.262,163,163/81691.nc
81692,-114.928146,41.450706,Nevada,Elko,1,2,16,7.3,0.35,163,163/81692.nc
81693,-113.743179,41.657391,Utah,Box Elder,0.8232,2,14,7.98,0.38,163,163/81693.nc
81694,-109.251083,42.312019,Wyoming,Sublette,1,3,16,5.9,0.272,163,163/81694.nc
81695,-108.406235,42.412899,Wyoming,Fremont,0.9643,2,16,9.53,0.512,163,163/81695.nc
81696,-108.381348,42.415764,Wyoming,Fremont,0.9943,2,16,9.71,0.52,163,163/81696.nc
81697,-108.356445,42.418621,Wyoming,Fremont,0.8387,2,14,9.73,0.522,163,163/81697.nc
81698,-108.331558,42.421482,Wyoming,Fremont,1,2,16,9.5,0.497,163,163/81698.nc
81699,-108.207031,42.435677,Wyoming,Fremont,1,2,16,8.45,0.433,163,163/81699.nc
81700,-108.082458,42.449726,Wyoming,Fremont,1,2,16,9.32,0.496,163,163/81700.nc
81701,-108.032623,42.455303,Wyoming,Fremont,1,2,16,9.17,0.489,163,163/81701.nc
81702,-108.00769,42.458088,Wyoming,Fremont,1,2,16,9.17,0.487,163,163/81702.nc
81703,-107.982758,42.460869,Wyoming,Fremont,1,2,16,9.19,0.484,163,163/81703.nc
81704,-107.957825,42.463631,Wyoming,Fremont,1,2,16,9.25,0.481,163,163/81704.nc
81705,-107.932892,42.4664,Wyoming,Fremont,1,2,16,9.16,0.471,163,163/81705.nc
81706,-107.907959,42.469162,Wyoming,Fremont,1,2,16,8.93,0.457,163,163/81706.nc
81707,-107.883026,42.471912,Wyoming,Fremont,1,2,16,8.76,0.45,163,163/81707.nc
81708,-107.858078,42.474659,Wyoming,Fremont,1,2,16,8.86,0.463,163,163/81708.nc
81709,-107.83313,42.477402,Wyoming,Fremont,1,2,16,9.03,0.476,163,163/81709.nc
81710,-107.808197,42.480137,Wyoming,Fremont,1,2,16,9.12,0.479,163,163/81710.nc
81711,-107.783234,42.482868,Wyoming,Fremont,1,2,16,9.13,0.475,163,163/81711.nc
81712,-107.758286,42.485596,Wyoming,Fremont,1,2,16,9.04,0.463,163,163/81712.nc
81713,-107.733337,42.488312,Wyoming,Fremont,1,2,16,8.84,0.446,163,163/81713.nc
81714,-107.708374,42.491028,Wyoming,Fremont,1,2,16,8.61,0.43,163,163/81714.nc
81715,-107.683426,42.493732,Wyoming,Fremont,1,2,16,8.42,0.415,163,163/81715.nc
81716,-107.658463,42.496441,Wyoming,Fremont,1,2,16,8.12,0.395,163,163/81716.nc
81717,-107.633514,42.499123,Wyoming,Fremont,0.9831,2,16,7.7,0.37,163,163/81717.nc
81718,-107.608551,42.50182,Wyoming,Fremont,0.9851,2,16,7.41,0.352,163,163/81718.nc
81719,-107.308792,42.533649,Wyoming,Natrona,0.9653,2,16,8.61,0.447,163,163/81719.nc
81720,-107.283813,42.536266,Wyoming,Natrona,0.5388,2,10,9.06,0.488,163,163/81720.nc
81721,-107.258804,42.538883,Wyoming,Natrona,0.8751,2,16,9.11,0.48,163,163/81721.nc
81722,-106.733398,42.592361,Wyoming,Natrona,0.9672,2,16,8.35,0.44,163,163/81722.nc
81723,-106.683319,42.597317,Wyoming,Natrona,1,2,16,8.09,0.423,163,163/81723.nc
81724,-106.658264,42.599792,Wyoming,Natrona,1,2,16,7.8,0.397,163,163/81724.nc
81725,-106.031403,42.659714,Wyoming,Converse,0.9161,2,16,9.33,0.493,163,163/81725.nc
81726,-106.006317,42.662037,Wyoming,Converse,0.9569,2,16,9.14,0.481,163,163/81726.nc
81727,-105.981201,42.664349,Wyoming,Converse,0.9832,2,16,9.27,0.488,163,163/81727.nc
81728,-105.9561,42.666653,Wyoming,Converse,0.8662,2,14,9.55,0.511,163,163/81728.nc
81729,-105.931,42.668961,Wyoming,Converse,0.9782,1,16,9.78,0.459,163,163/81729.nc
81730,-105.905884,42.671261,Wyoming,Converse,0.8844,1,16,9.9,0.466,163,163/81730.nc
81731,-105.880783,42.673557,Wyoming,Converse,0.9875,1,16,9.97,0.462,163,163/81731.nc
81732,-105.855667,42.675838,Wyoming,Converse,0.9938,1,16,9.92,0.456,163,163/81732.nc
81733,-105.830551,42.67812,Wyoming,Converse,0.5237,1,10,9.71,0.458,163,163/81733.nc
81734,-105.805435,42.680393,Wyoming,Converse,0.6588,2,12,9.59,0.507,163,163/81734.nc
81735,-105.780319,42.682667,Wyoming,Converse,0.9798,1,16,9.77,0.449,163,163/81735.nc
81736,-105.755203,42.684929,Wyoming,Converse,1,1,16,10.04,0.462,163,163/81736.nc
81737,-105.730072,42.687195,Wyoming,Converse,1,1,16,10.03,0.461,163,163/81737.nc
81738,-105.704956,42.689445,Wyoming,Converse,1,1,16,9.8,0.447,163,163/81738.nc
81739,-105.679825,42.691685,Wyoming,Converse,1,1,16,9.47,0.427,163,163/81739.nc
81740,-105.654694,42.69392,Wyoming,Converse,0.637,1,12,9.04,0.408,163,163/81740.nc
81741,-105.629578,42.696163,Wyoming,Converse,0.8343,2,14,8.61,0.433,163,163/81741.nc
81742,-105.604431,42.698387,Wyoming,Converse,1,2,16,8.53,0.426,163,163/81742.nc
81743,-105.579315,42.700615,Wyoming,Converse,0.7771,1,14,8.77,0.394,163,163/81743.nc
81744,-105.554169,42.702835,Wyoming,Converse,0.7044,1,12,8.94,0.411,163,163/81744.nc
81745,-105.529037,42.705048,Wyoming,Converse,0.6679,2,12,8.91,0.469,163,163/81745.nc
81746,-104.471634,42.792698,Wyoming,Niobrara,0.996,2,16,8.74,0.465,163,163/81746.nc
81747,-104.295105,42.806305,Wyoming,Niobrara,0.9713,2,16,8.45,0.45,163,163/81747.nc
81748,-104.269867,42.808228,Wyoming,Niobrara,0.9173,2,16,8.51,0.459,163,163/81748.nc
81749,-104.194183,42.813957,Wyoming,Niobrara,0.7425,1,12,8.67,0.41,163,163/81749.nc
81750,-104.168961,42.815857,Wyoming,Niobrara,0.9997,1,16,8.67,0.399,163,163/81750.nc
81751,-104.143723,42.817749,Wyoming,Niobrara,0.9323,1,16,8.68,0.404,163,163/81751.nc
81752,-104.118484,42.819633,Wyoming,Niobrara,0.5832,2,10,8.73,0.492,163,163/81752.nc
81753,-104.093262,42.821514,Wyoming,Niobrara,0.9666,1,16,8.81,0.412,163,163/81753.nc
81754,-104.068008,42.823395,Wyoming,Niobrara,1,1,16,8.97,0.423,163,163/81754.nc
81755,-104.04277,42.82526,Nebraska,Sioux,0.0972,1,2,9.15,0.468,163,163/81755.nc
81756,-104.017532,42.827122,Nebraska,Sioux,0.995,1,16,9.1,0.431,163,163/81756.nc
81757,-103.992279,42.828979,Nebraska,Sioux,0.9895,1,16,8.77,0.41,163,163/81757.nc
81758,-103.967041,42.830826,Nebraska,Sioux,0.5602,2,10,8.29,0.448,163,163/81758.nc
81759,-103.941803,42.832676,Nebraska,Sioux,0.9849,2,16,7.89,0.407,163,163/81759.nc
81760,-103.916565,42.834518,Nebraska,Sioux,1,2,16,7.52,0.379,163,163/81760.nc
81761,-103.891296,42.836349,Nebraska,Sioux,1,2,16,7.25,0.358,163,163/81761.nc
81762,-103.158386,42.88699,Nebraska,Dawes,0.994,3,16,6.5,0.333,163,163/81762.nc
81763,-103.133087,42.888641,Nebraska,Dawes,0.9696,3,16,6.5,0.333,163,163/81763.nc
81764,-103.107788,42.890293,Nebraska,Dawes,0.8797,3,16,6.49,0.335,163,163/81764.nc
81765,-103.082489,42.891937,Nebraska,Dawes,0.9965,3,16,6.33,0.315,163,163/81765.nc
81766,-103.006592,42.896847,Nebraska,Dawes,0.9342,3,16,6.41,0.324,163,163/81766.nc
81767,-102.373596,42.935665,Nebraska,Sheridan,1,2,16,8.75,0.49,163,163/81767.nc
81768,-102.348267,42.937149,Nebraska,Sheridan,1,2,16,8.69,0.486,163,163/81768.nc
81769,-102.322937,42.938618,Nebraska,Sheridan,1,2,16,8.64,0.482,163,163/81769.nc
81770,-102.297607,42.940083,Nebraska,Sheridan,1,2,16,8.69,0.485,163,163/81770.nc
81771,-102.272247,42.94154,Nebraska,Sheridan,1,2,16,8.71,0.485,163,163/81771.nc
81772,-102.246918,42.942993,Nebraska,Sheridan,1,2,16,8.63,0.478,163,163/81772.nc
81773,-102.221558,42.944443,Nebraska,Sheridan,1,2,16,8.46,0.465,163,163/81773.nc
81774,-101.359192,42.990158,Nebraska,Cherry,0.1004,2,2,8.41,0.504,163,163/81774.nc
81775,-101.333801,42.991402,Nebraska,Cherry,0.1631,2,4,8.37,0.499,163,163/81775.nc
81776,-101.308411,42.992638,Nebraska,Cherry,0.2258,2,4,8.32,0.492,163,163/81776.nc
81777,-101.28302,42.993862,Nebraska,Cherry,0.2885,2,6,8.19,0.478,163,163/81777.nc
81778,-101.257629,42.995087,Nebraska,Cherry,0.3513,2,6,8.01,0.461,163,163/81778.nc
81779,-100.673462,43.021618,South Dakota,Todd,1,2,16,8.16,0.453,163,163/81779.nc
81780,-100.648041,43.022697,South Dakota,Todd,1,2,16,8.21,0.457,163,163/81780.nc
81781,-100.62262,43.023777,South Dakota,Todd,1,2,16,8.23,0.458,163,163/81781.nc
81782,-100.597229,43.024845,South Dakota,Todd,1,2,16,8.19,0.455,163,163/81782.nc
81783,-100.571808,43.025913,South Dakota,Todd,1,2,16,8.15,0.452,163,163/81783.nc
81784,-100.546387,43.026966,South Dakota,Todd,1,2,16,8.13,0.451,163,163/81784.nc
81785,-100.520996,43.028027,South Dakota,Todd,1,2,16,8.15,0.453,163,163/81785.nc
81786,-100.495544,43.029064,South Dakota,Todd,1,2,16,8.18,0.456,163,163/81786.nc
81787,-100.470154,43.030113,South Dakota,Todd,1,2,16,8.26,0.463,163,163/81787.nc
81788,-100.292206,43.037231,South Dakota,Todd,1,2,16,8,0.442,163,163/81788.nc
81789,-96.803131,43.118362,South Dakota,Lincoln,1,2,16,7.89,0.446,163,163/81789.nc
81790,-96.777649,43.118553,South Dakota,Lincoln,1,2,16,8,0.456,163,163/81790.nc
81791,-96.752136,43.118721,South Dakota,Lincoln,1,2,16,8.04,0.46,163,163/81791.nc
81792,-96.726654,43.1189,South Dakota,Lincoln,1,2,16,8.01,0.459,163,163/81792.nc
81793,-96.701172,43.119064,South Dakota,Lincoln,1,2,16,8.04,0.461,163,163/81793.nc
81794,-96.675659,43.119221,South Dakota,Lincoln,1,2,16,8.02,0.458,163,163/81794.nc
81795,-96.395203,43.120594,Iowa,Sioux,1,2,16,7.44,0.404,163,163/81795.nc
81796,-96.36972,43.120682,Iowa,Sioux,1,2,16,7.64,0.424,163,163/81796.nc
81797,-96.344208,43.120758,Iowa,Sioux,1,2,16,7.75,0.435,163,163/81797.nc
81798,-96.318726,43.120842,Iowa,Sioux,1,2,16,7.77,0.437,163,163/81798.nc
81799,-96.293213,43.120914,Iowa,Sioux,1,2,16,7.79,0.439,163,163/81799.nc
81800,-96.267731,43.120975,Iowa,Sioux,1,2,16,7.82,0.441,163,163/81800.nc
81801,-96.242218,43.121037,Iowa,Sioux,1,2,16,7.83,0.442,163,163/81801.nc
81802,-96.216736,43.121086,Iowa,Sioux,1,2,16,7.86,0.444,163,163/81802.nc
81803,-96.191223,43.12114,Iowa,Sioux,0.9598,2,16,7.89,0.448,163,163/81803.nc
81804,-96.165741,43.121178,Iowa,Sioux,1,2,16,7.88,0.446,163,163/81804.nc
81805,-96.140228,43.121212,Iowa,Sioux,1,2,16,7.83,0.442,163,163/81805.nc
81806,-96.114746,43.121246,Iowa,Sioux,1,2,16,7.74,0.434,163,163/81806.nc
81807,-96.089233,43.121269,Iowa,Sioux,1,2,16,7.67,0.428,163,163/81807.nc
81808,-96.063751,43.121281,Iowa,Sioux,1,2,16,7.68,0.428,163,163/81808.nc
81809,-96.038239,43.1213,Iowa,Sioux,1,2,16,7.74,0.433,163,163/81809.nc
81810,-96.012756,43.121304,Iowa,Sioux,1,2,16,7.72,0.431,163,163/81810.nc
81811,-95.885254,43.121246,Iowa,Sioux,1,2,16,7.49,0.41,163,163/81811.nc
81812,-95.859772,43.121212,Iowa,O'Brien,1,2,16,7.51,0.412,163,163/81812.nc
81813,-95.834259,43.121178,Iowa,O'Brien,1,2,16,7.51,0.412,163,163/81813.nc
81814,-95.808777,43.12114,Iowa,O'Brien,1,2,16,7.52,0.412,163,163/81814.nc
81815,-95.783264,43.121086,Iowa,O'Brien,1,2,16,7.6,0.42,163,163/81815.nc
81816,-95.63028,43.120682,Iowa,O'Brien,1,2,16,7.7,0.428,163,163/81816.nc
81817,-95.604797,43.120594,Iowa,O'Brien,1,2,16,7.81,0.437,163,163/81817.nc
81818,-95.579285,43.120502,Iowa,O'Brien,1,2,16,7.87,0.442,163,163/81818.nc
81819,-95.553802,43.120396,Iowa,O'Brien,1,2,16,7.83,0.44,163,163/81819.nc
81820,-95.52832,43.120289,Iowa,O'Brien,1,2,16,7.78,0.435,163,163/81820.nc
81821,-95.502808,43.120174,Iowa,O'Brien,1,2,16,7.68,0.427,163,163/81821.nc
81822,-95.477295,43.120052,Iowa,O'Brien,1,2,16,7.58,0.418,163,163/81822.nc
81823,-95.451813,43.119938,Iowa,O'Brien,1,2,16,7.62,0.422,163,163/81823.nc
81824,-95.426331,43.119801,Iowa,O'Brien,1,2,16,7.68,0.427,163,163/81824.nc
81825,-95.400818,43.119667,Iowa,O'Brien,1,2,16,7.67,0.426,163,163/81825.nc
81826,-95.375336,43.119522,Iowa,Clay,1,2,16,7.64,0.423,163,163/81826.nc
81827,-95.349823,43.119377,Iowa,Clay,1,2,16,7.62,0.421,163,163/81827.nc
81828,-95.324341,43.119221,Iowa,Clay,1,2,16,7.57,0.417,163,163/81828.nc
81829,-95.298828,43.119064,Iowa,Clay,1,2,16,7.57,0.417,163,163/81829.nc
81830,-95.273346,43.1189,Iowa,Clay,1,2,16,7.58,0.417,163,163/81830.nc
81831,-95.247864,43.118721,Iowa,Clay,1,2,16,7.55,0.415,163,163/81831.nc
81832,-95.222351,43.118553,Iowa,Clay,1,2,16,7.48,0.408,163,163/81832.nc
81833,-94.89093,43.115692,Iowa,Palo Alto,1,2,16,7.86,0.444,163,163/81833.nc
81834,-94.865448,43.115437,Iowa,Palo Alto,1,2,16,7.86,0.445,163,163/81834.nc
81835,-94.839966,43.115173,Iowa,Palo Alto,1,2,16,7.73,0.434,163,163/81835.nc
81836,-94.814453,43.114895,Iowa,Palo Alto,1,2,16,7.59,0.422,163,163/81836.nc
81837,-94.075317,43.104416,Iowa,Kossuth,1,2,16,7.87,0.448,163,163/81837.nc
81838,-94.049835,43.103962,Iowa,Kossuth,1,2,16,7.81,0.444,163,163/81838.nc
81839,-94.024353,43.103512,Iowa,Kossuth,1,2,16,7.81,0.444,163,163/81839.nc
81840,-93.998871,43.103046,Iowa,Kossuth,1,2,16,7.79,0.442,163,163/81840.nc
81841,-93.973389,43.10257,Iowa,Kossuth,1,2,16,7.75,0.437,163,163/81841.nc
81842,-93.947906,43.102108,Iowa,Hancock,1,2,16,7.69,0.432,163,163/81842.nc
81843,-93.922424,43.10162,Iowa,Hancock,1,2,16,7.62,0.426,163,163/81843.nc
81844,-93.769562,43.098621,Iowa,Hancock,1,2,16,7.71,0.433,163,163/81844.nc
81845,-93.74408,43.098099,Iowa,Hancock,1,2,16,7.81,0.441,163,163/81845.nc
81846,-93.718597,43.097569,Iowa,Hancock,1,2,16,7.91,0.45,163,163/81846.nc
81847,-93.693115,43.097034,Iowa,Hancock,1,2,16,7.95,0.454,163,163/81847.nc
81848,-93.667664,43.0965,Iowa,Hancock,1,2,16,7.87,0.447,163,163/81848.nc
81849,-93.642181,43.095955,Iowa,Hancock,1,2,16,7.79,0.44,163,163/81849.nc
81850,-93.540283,43.093719,Iowa,Hancock,1,2,16,7.83,0.443,163,163/81850.nc
81851,-93.514801,43.093143,Iowa,Hancock,1,2,16,7.93,0.452,163,163/81851.nc
81852,-93.489319,43.092556,Iowa,Cerro Gordo,1,2,16,7.84,0.442,163,163/81852.nc
81853,-93.463867,43.091976,Iowa,Cerro Gordo,1,2,16,7.81,0.441,163,163/81853.nc
81854,-93.438385,43.091385,Iowa,Cerro Gordo,1,2,16,7.84,0.443,163,163/81854.nc
81855,-93.412903,43.090782,Iowa,Cerro Gordo,1,2,16,7.8,0.441,163,163/81855.nc
81856,-93.336487,43.088951,Iowa,Cerro Gordo,1,2,16,7.77,0.439,163,163/81856.nc
81857,-93.311035,43.088333,Iowa,Cerro Gordo,1,2,16,7.79,0.441,163,163/81857.nc
81858,-93.285583,43.0877,Iowa,Cerro Gordo,1,2,16,7.88,0.449,163,163/81858.nc
81859,-93.260101,43.087074,Iowa,Cerro Gordo,1,2,16,7.9,0.45,163,163/81859.nc
81860,-93.234619,43.08643,Iowa,Cerro Gordo,1,2,16,7.87,0.448,163,163/81860.nc
81861,-93.209167,43.085781,Iowa,Cerro Gordo,1,2,16,7.91,0.451,163,163/81861.nc
81862,-93.183716,43.085136,Iowa,Cerro Gordo,1,2,16,7.92,0.451,163,163/81862.nc
81863,-92.725403,43.072395,Iowa,Floyd,0.8899,2,16,7.24,0.393,163,163/81863.nc
81864,-92.699951,43.071632,Iowa,Floyd,0.6844,3,12,7.11,0.439,163,163/81864.nc
81865,-92.6745,43.070866,Iowa,Floyd,0.1284,3,4,7.06,0.458,163,163/81865.nc
81866,-92.470886,43.064491,Iowa,Chickasaw,0.7253,3,12,7.37,0.463,163,163/81866.nc
81867,-90.412415,42.978718,Wisconsin,Iowa,1,3,16,7.43,0.449,163,163/81867.nc
81868,-90.387024,42.977417,Wisconsin,Iowa,1,3,16,7.45,0.452,163,163/81868.nc
81869,-90.361664,42.976112,Wisconsin,Iowa,1,3,16,7.56,0.464,163,163/81869.nc
81870,-90.336304,42.974804,Wisconsin,Iowa,1,3,16,7.7,0.477,163,163/81870.nc
81871,-90.310913,42.97348,Wisconsin,Iowa,1,3,16,7.68,0.475,163,163/81871.nc
81872,-90.285553,42.97216,Wisconsin,Iowa,1,3,16,7.6,0.467,163,163/81872.nc
81873,-90.158722,42.965454,Wisconsin,Iowa,0.9591,3,16,7.78,0.485,163,163/81873.nc
81874,-90.133362,42.964085,Wisconsin,Iowa,0.2117,3,4,7.79,0.515,163,163/81874.nc
81875,-90.108002,42.962723,Wisconsin,Iowa,0.6057,3,10,7.62,0.486,163,163/81875.nc
81876,-90.082642,42.961349,Wisconsin,Iowa,1,3,16,7.49,0.46,163,163/81876.nc
81877,-88.588745,42.870083,Wisconsin,Jefferson,0.9284,3,16,7.28,0.443,163,163/81877.nc
81878,-88.563477,42.868359,Wisconsin,Jefferson,0.7214,2,12,7.42,0.413,163,163/81878.nc
81879,-88.538177,42.866631,Wisconsin,Waukesha,0.5438,3,10,7.4,0.47,163,163/81879.nc
81880,-88.083435,42.834518,Wisconsin,Racine,0.8143,3,14,7.4,0.457,163,163/81880.nc
81881,-88.058197,42.832676,Wisconsin,Racine,0.5872,3,10,7.5,0.475,163,163/81881.nc
81882,-88.032959,42.830826,Wisconsin,Racine,0.6542,3,12,7.44,0.466,163,163/81882.nc
81883,-87.679688,42.804382,Wisconsin,Lake Michigan,0,3,2,8.05,0.533,163,163/81883.nc
81884,-87.654449,42.802452,Wisconsin,Lake Michigan,0,3,2,8.13,0.538,163,163/81884.nc
81885,-86.19458,42.680393,Michigan,Allegan,0.2175,2,4,7.65,0.448,163,163/81885.nc
81886,-86.169434,42.67812,Michigan,Allegan,0.8675,3,14,7.47,0.455,163,163/81886.nc
81887,-86.144348,42.675838,Michigan,Allegan,0.9531,3,16,7.45,0.452,163,163/81887.nc
81888,-86.119202,42.673557,Michigan,Allegan,1,3,16,7.41,0.446,163,163/81888.nc
81889,-86.094116,42.671261,Michigan,Allegan,1,3,16,7.22,0.43,163,163/81889.nc
81890,-86.069,42.668961,Michigan,Allegan,1,3,16,7.06,0.415,163,163/81890.nc
81891,-86.043884,42.666653,Michigan,Allegan,1,3,16,6.98,0.408,163,163/81891.nc
81892,-83.543976,42.407143,Michigan,Wayne,0.847,3,14,7.08,0.422,163,163/81892.nc
81893,-81.783508,42.188225,Unknown,Unknown,1,offshore,16,8.23,0.39,163,163/81893.nc
81894,-81.561279,42.15844,Unknown,Unknown,1,offshore,16,8.32,0.4,163,163/81894.nc
81895,-81.536621,42.155109,Unknown,Unknown,1,offshore,16,8.32,0.4,163,163/81895.nc
81896,-81.511963,42.151756,Unknown,Unknown,1,offshore,16,8.32,0.4,163,163/81896.nc
81897,-81.487274,42.148415,Unknown,Unknown,1,offshore,16,8.32,0.401,163,163/81897.nc
81898,-81.462616,42.145061,Unknown,Unknown,1,offshore,16,8.32,0.401,163,163/81898.nc
81899,-81.413269,42.138332,Unknown,Unknown,1,offshore,16,8.31,0.401,163,163/81899.nc
81900,-81.142181,42.100929,Ohio,Lake Erie,0,1,2,8.24,0.432,163,163/81900.nc
81901,-81.117554,42.0975,Ohio,Lake Erie,0,1,2,8.23,0.432,163,163/81901.nc
81902,-80.601044,42.024113,Ohio,Lake Erie,0,2,2,7.8,0.464,163,163/81902.nc
81903,-80.429138,41.999096,Pennsylvania,Erie,0.2745,2,6,7.32,0.423,163,163/81903.nc
81904,-80.404602,41.995499,Pennsylvania,Erie,0.8842,2,16,7.21,0.39,163,163/81904.nc
81905,-80.380066,41.991901,Pennsylvania,Erie,0.9231,2,16,7.12,0.379,163,163/81905.nc
81906,-80.35553,41.988293,Pennsylvania,Erie,0.9935,2,16,7.12,0.374,163,163/81906.nc
81907,-80.330994,41.984676,Pennsylvania,Erie,0.8181,2,14,7.04,0.372,163,163/81907.nc
81908,-80.306458,41.98106,Pennsylvania,Erie,0.8615,3,14,6.95,0.405,163,163/81908.nc
81909,-80.281921,41.97744,Pennsylvania,Erie,0.988,3,16,6.95,0.399,163,163/81909.nc
81910,-80.23288,41.970181,Pennsylvania,Erie,0.9887,3,16,7.3,0.426,163,163/81910.nc
81911,-77.990112,41.612137,Pennsylvania,Potter,1,3,16,7.15,0.411,163,163/81911.nc
81912,-77.965881,41.607986,Pennsylvania,Potter,1,3,16,7.56,0.453,163,163/81912.nc
81913,-77.94165,41.60384,Pennsylvania,Potter,1,3,16,7.61,0.456,163,163/81913.nc
81914,-75.727905,41.198589,Pennsylvania,Luzerne,0.6265,3,12,8.17,0.504,163,163/81914.nc
81915,-75.70401,41.193928,Pennsylvania,Luzerne,0.8791,3,16,8.12,0.496,163,163/81915.nc
81916,-75.680115,41.18927,Pennsylvania,Luzerne,0.9766,3,16,8.08,0.492,163,163/81916.nc
81917,-74.561401,40.964245,New Jersey,Morris,1,3,16,7.25,0.421,163,163/81917.nc
81918,-74.490295,40.949478,New Jersey,Morris,0.8801,3,16,6.99,0.405,163,163/81918.nc
81919,-72.981445,40.623363,Unknown,Unknown,1,offshore,16,8.49,0.408,163,163/81919.nc
81920,-72.958008,40.618099,Unknown,Unknown,1,offshore,16,8.53,0.41,163,163/81920.nc
81921,-72.93457,40.612835,Unknown,Unknown,1,offshore,16,8.56,0.413,163,163/81921.nc
81922,-121.92453,39.943302,California,Tehama,1,3,16,5.3,0.275,163,163/81922.nc
81923,-120.564453,40.282574,California,Lassen,0.6505,3,12,7.8,0.383,163,163/81923.nc
81924,-120.54126,40.288174,California,Lassen,1,3,16,6.04,0.282,163,163/81924.nc
81925,-120.518082,40.293762,California,Lassen,1,3,16,4.37,0.168,163,163/81925.nc
81926,-120.494888,40.299355,California,Lassen,1,3,16,4,0.135,163,163/81926.nc
81927,-120.471695,40.304935,California,Lassen,1,3,16,3.97,0.133,163,163/81927.nc
81928,-120.448486,40.310516,California,Lassen,1,3,16,4.06,0.148,163,163/81928.nc
81929,-117.634735,40.942673,Nevada,Humboldt,0.9822,3,16,6.3,0.297,163,163/81929.nc
81930,-117.587341,40.952568,Nevada,Humboldt,0.9039,3,16,6.98,0.334,163,163/81930.nc
81931,-117.539948,40.962452,Nevada,Humboldt,1,3,16,5.49,0.237,163,163/81931.nc
81932,-117.516235,40.967384,Nevada,Humboldt,1,3,16,5.15,0.209,163,163/81932.nc
81933,-116.58873,41.155624,Nevada,Elko,0.5496,3,10,5.65,0.258,163,163/81933.nc
81934,-116.56488,41.160343,Nevada,Elko,0.5878,2,10,5.78,0.23,163,163/81934.nc
81935,-116.541016,41.165058,Nevada,Elko,0.7685,2,14,5.83,0.226,163,163/81935.nc
81936,-114.982162,41.460052,Nevada,Elko,0.9537,2,16,8.59,0.433,163,163/81936.nc
81937,-114.93396,41.468765,Nevada,Elko,1,2,16,7.46,0.353,163,163/81937.nc
81938,-114.136581,41.609451,Nevada,Elko,0.9725,3,16,5.78,0.269,163,163/81938.nc
81939,-114.112366,41.613625,Nevada,Elko,0.9938,3,16,6.22,0.298,163,163/81939.nc
81940,-114.088135,41.617794,Nevada,Elko,0.6359,3,12,6.64,0.338,163,163/81940.nc
81941,-113.700089,41.683685,Utah,Box Elder,0.7773,2,14,7.27,0.346,163,163/81941.nc
81942,-110.443207,42.176727,Wyoming,Lincoln,1,2,16,8.39,0.427,163,163/81942.nc
81943,-109.255219,42.33036,Wyoming,Sublette,1,3,16,5.84,0.268,163,163/81943.nc
81944,-109.230408,42.33342,Wyoming,Sublette,1,3,16,5.92,0.273,163,163/81944.nc
81945,-108.435028,42.428406,Wyoming,Fremont,1,2,16,9.27,0.498,163,163/81945.nc
81946,-108.385223,42.434143,Wyoming,Fremont,0.8643,2,14,9.65,0.52,163,163/81946.nc
81947,-108.360321,42.437,Wyoming,Fremont,1,2,16,9.62,0.507,163,163/81947.nc
81948,-108.136108,42.462513,Wyoming,Fremont,1,2,16,9.27,0.493,163,163/81948.nc
81949,-108.111176,42.465321,Wyoming,Fremont,1,2,16,9.18,0.487,163,163/81949.nc
81950,-108.036392,42.473701,Wyoming,Fremont,1,2,16,8.86,0.469,163,163/81950.nc
81951,-108.011459,42.476482,Wyoming,Fremont,1,2,16,8.88,0.469,163,163/81951.nc
81952,-107.986511,42.479259,Wyoming,Fremont,1,2,16,8.89,0.467,163,163/81952.nc
81953,-107.961578,42.482033,Wyoming,Fremont,1,2,16,8.85,0.46,163,163/81953.nc
81954,-107.936646,42.484798,Wyoming,Fremont,1,2,16,8.69,0.447,163,163/81954.nc
81955,-107.911697,42.487556,Wyoming,Fremont,1,2,16,8.42,0.427,163,163/81955.nc
